Symbol,Name,Industry,IndustryCode
IIVIP,II-VI Inc Convertible Preference Shares Series A,전자 장비 및 부품,571040
PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
SCVL,Shoe Carnival Inc,전문품 상점,534030
HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
KALV,Kalvista Pharmaceuticals Inc,제약,562010
OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
AGC,Altimeter Growth Corp Class A,기타 금융업,556010
XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LOCO,El Pollo Loco Holdings Inc,호텔 및 엔터테인먼트,533010
VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
TRST,TrustCo Bank Corp N Y,은행,551010
SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
CGBD,TCG BDC Inc,은행,551010
CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
CDXC,Chromadex Corp,생명과학 및 메디컬 리서치,562020
QCRH,QCR Holdings Inc,은행,551010
SBNYP,Signature Bank ADR,은행,551010
SPTN,SpartanNash Co,식품 및 약품소매,543010
SGTX,Sigilon Therapeutics  Inc.,생명과학 및 메디컬 리서치,562020
GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
ATRS,Antares Pharma Inc,헬스케어 장비 및 용품,561010
CURI,Curiositystream Inc. Class A,소프트웨어 및 IT서비스,572010
FFIC,Flushing Financial Corp,은행,551010
NGMS,Neogames SARL,소프트웨어 및 IT서비스,572010
WTRE,Watford Holdings Ltd,보험,553010
ALTA,Altabancorp,은행,551010
IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
HWKN,Hawkins Inc,화학,511010
CALT,Calliditas Therapeutics AB ADR,제약,562010
ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
CGEN,Compugen Ltd,생명과학 및 메디컬 리서치,562020
SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
PETS,Petmed Express Inc,식품 및 약품소매,543010
ODT,Odonate Therapeutics Inc,제약,562010
ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
QIWI,Qiwi PLC ADR,전문 및 상업 서비스,522030
VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
VIOT,Viomi Technology Co Ltd ADR,가정용품,532040
WINA,Winmark Corp,전문품 상점,534030
BPYU,Brookfield Property REIT Inc Class A,주택 및 상업용 리츠,601020
ATHA,Athira Pharma Inc,생명과학 및 메디컬 리서치,562020
CAC,Camden National Corp,은행,551010
GRSV,Gores Holdings V Inc,기타 금융업,556010
SFT,Shift Technologies  Inc. Class A,소프트웨어 및 IT서비스,572010
FMBH,First Mid Bancshares Inc,은행,551010
PLSE,Pulse Biosciences Inc,헬스케어 장비 및 용품,561010
FNKO,Funko Inc Class A,레저 상품,532050
ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
ORTX,Orchard Therapeutics PLC ADR,제약,562010
PDFS,PDF Solutions Inc,반도체 및 반도체 장비,571010
RADI,Radius Global Infrastructure Inc Class A,부동산 운영 관리,601010
AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
LMACU,Liberty Media Acquisition Corp,기타 금융업,556010
GDEN,Golden Entertainment Inc,호텔 및 엔터테인먼트,533010
OMP,Oasis Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LCY,Landcadia Holdings III Inc Class A,기타 금융업,556010
PEBO,Peoples Bancorp Inc,은행,551010
CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
CLNN,Clene Inc.,생명과학 및 메디컬 리서치,562020
MGTX,MeiraGTx Holdings PLC,제약,562010
CENT,Central Garden & Pet Co,식품 및 담배,541020
TARS,Tarsus Pharmaceuticals  Inc.,생명과학 및 메디컬 리서치,562020
SVA,Sinovac Biotech Ltd,제약,562010
BVS,Bioventus Inc Class A,헬스케어 장비 및 용품,561010
MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
LILA,Liberty Latin America Ltd Class A,통신 서비스,574010
BTBT,Bit Digital Inc,핀테크,573010
IIIN,Insteel Industries Inc,건축 자재,512020
CASA,Casa Systems Inc,커뮤니케이션 및 네트워킹,571020
ETACU,E.Merge Technology Acquisition Corp,기타 금융업,556010
VSPRU,Vesper Healthcare Acquisition Corp,기타 금융업,556010
TWCTU,TWC Tech Holdings II Corp,기타 금융업,556010
GILT,Gilat Satellite Networks Ltd,커뮤니케이션 및 네트워킹,571020
WIFI,Boingo Wireless Inc,통신 서비스,574010
KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
GMTX,Gemini Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
MGTA,Magenta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SABRP,Sabre Corp Convertible Preference Shares Series A,소프트웨어 및 IT서비스,572010
JYNT,Joint Corp,헬스케어 업체 및 서비스,561020
SCOA,Scion Tech Growth I Class A,기타 금융업,556010
RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
OGI,OrganiGram Holdings Inc,제약,562010
TPCO,Tribune Publishing Co,미디어 및 출판,533020
MTEM,Molecular Templates Inc,생명과학 및 메디컬 리서치,562020
HIIIU,Hudson Executive Investment Corp III,기타 금융업,556010
USAT,USA Technologies Inc,핀테크,573010
CHSCO,CHS Inc PRF,식품 및 담배,541020
MSBI,Midland States Bancorp Inc,은행,551010
PERI,Perion Network Ltd,소프트웨어 및 IT서비스,572010
THFF,First Financial Corp,은행,551010
TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
HBANO,Huntington Bancshares Inc ADR,은행,551010
AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
DTIL,Precision BioSciences Inc,생명과학 및 메디컬 리서치,562020
AGCUU,Altimeter Growth Corp,기타 금융업,556010
ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
VSPR,Vesper Healthcare Acquisition Corp Class A,기타 금융업,556010
CIIC,Ciig Merger Corp Class A,기타 금융업,556010
LBC,Luther Burbank Corp,은행,551010
CHSCL,CHS Inc PRF,식품 및 담배,541020
INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
AKUS,Akouos Inc,생명과학 및 메디컬 리서치,562020
CIICU,Ciig Merger Corp Unit,기타 금융업,556010
XONE,ExOne Co,"건설장비 및 대형차, 기차, 배",521020
HAACU,Health Assurance Acquisition Corp,기타 금융업,556010
STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
HTBK,Heritage Commerce Corp,은행,551010
DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
MRNS,Marinus Pharmaceuticals Inc,제약,562010
CHW,Calamos Global Dynamic Income Fund,다양한 금융서비스,555010
OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
SCOAU,Scion Tech Growth I,기타 금융업,556010
SLAMU,Slam Corp,기타 금융업,556010
RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
ADN,Advent Technologies Holdings Inc Class A,재생에너지,502010
HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
HIFS,Hingham Institution For Savings,은행,551010
ACTCU,ArcLight Clean Transition Corp,기타 금융업,556010
AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
LGACU,Lazard Growth Acquisition Corp I,기타 금융업,556010
HAFC,Hanmi Financial Corp,은행,551010
ACTC,ArcLight Clean Transition Corp Class A,기타 금융업,556010
IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
CATC,Cambridge Bancorp,은행,551010
TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
IMXI,International Money Express Inc,전문 및 상업 서비스,522030
DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
SWIR,Sierra Wireless Inc,커뮤니케이션 및 네트워킹,571020
DBVT,DBV Technologies SA ADR,제약,562010
JNCE,Jounce Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BFC,Bank First Corp,은행,551010
EGRX,Eagle Pharmaceuticals Inc,제약,562010
SSPK,Silver Spike Acquisition Corp Class A,기타 금융업,556010
SLDB,Solid Biosciences Inc,생명과학 및 메디컬 리서치,562020
CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
GRTS,Gritstone Oncology Inc,제약,562010
LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FLXN,Flexion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RRGB,Red Robin Gourmet Burgers Inc,호텔 및 엔터테인먼트,533010
OXFD,Oxford Immunotec Global PLC,헬스케어 장비 및 용품,561010
AMAL,Amalgamated Bank,은행,551010
GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
CLAR,Clarus Corp,레저 상품,532050
YORW,York Water Co,수도 유틸리티,591030
AXDX,Accelerate Diagnostics Inc,헬스케어 장비 및 용품,561010
TRIT,Triterras Inc Class A,핀테크,573010
PGC,Peapack-Gladstone Financial Corp,은행,551010
RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
CHSCM,CHS Inc PRF,식품 및 담배,541020
XBIT,XBiotech Inc,생명과학 및 메디컬 리서치,562020
GRSVU,Gores Holdings V Inc,기타 금융업,556010
AFMD,Affimed NV,생명과학 및 메디컬 리서치,562020
BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
ONEW,OneWater Marine Inc Class A,레저 상품,532050
WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
AGNCP,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
ORBC,ORBCOMM Inc,통신 서비스,574010
ISEE,Iveric Bio Inc,생명과학 및 메디컬 리서치,562020
THRY,Thryv Holdings Inc,미디어 및 출판,533020
IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
DUO,Fangdd Network Group Ltd ADR,부동산 운영 관리,601010
GSM,Ferroglobe PLC,메탈&마이닝,512010
DMRC,Digimarc Corp,소프트웨어 및 IT서비스,572010
SSPKU,Silver Spike Acquisition Corp Unit,기타 금융업,556010
MCFT,Mastercraft Boat Holdings Inc,레저 상품,532050
CLSK,CleanSpark Inc,재생에너지,502010
APXT,Apex Technology Acquisition Corp Class A,기타 금융업,556010
BMRC,Bank of Marin Bancorp,은행,551010
PSTX,Poseida Therapeutics  Inc.,생명과학 및 메디컬 리서치,562020
ACIU,AC Immune SA,생명과학 및 메디컬 리서치,562020
CFII,CF Finance Acquisition Corp II Class A,기타 금융업,556010
TXMD,TherapeuticsMD Inc,제약,562010
UROV,Urovant Sciences Ltd,생명과학 및 메디컬 리서치,562020
REKR,Rekor Systems Inc,소프트웨어 및 IT서비스,572010
GNUS,Genius Brands International Inc,미디어 및 출판,533020
OPRT,Oportun Financial Corp,은행,551010
AROW,Arrow Financial Corp,은행,551010
EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
CFIVU,CF Acquisition IV Corp,기타 금융업,556010
HEC,Hudson Executive Investment Corp Class A,기타 금융업,556010
AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
GHVI,Gores Holdings VI Inc Class A,기타 금융업,556010
ALDX,Aldeyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
WSBF,Waterstone Financial Inc,은행,551010
ALRS,Alerus Financial Corp,은행,551010
LCYAU,Landcadia Holdings III Inc,기타 금융업,556010
MBWM,Mercantile Bank Corp,은행,551010
DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
SVAC,Starboard Value Acquisition Corp Class A,기타 금융업,556010
FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
ATOM,Atomera Inc,반도체 및 반도체 장비,571010
FITBI,Fifth Third Bancorp ADR,은행,551010
AMTB,Amerant Bancorp Inc Class A,은행,551010
MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SIGA,SIGA Technologies Inc,제약,562010
BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
NLTX,Neoleukin Therapeutics Inc,생명과학 및 메디컬 리서치,562020
RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
NEWT,Newtek Business Services Corp,은행,551010
YJ,Yunji Inc ADR,소프트웨어 및 IT서비스,572010
CRAI,CRA International Inc,전문 및 상업 서비스,522030
ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
BHFAN,Brighthouse Financial Inc ADR,보험,553010
FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
BOWXU,BowX Acquisition Corp,기타 금융업,556010
FCBC,First Community Bankshares Inc,은행,551010
RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
NBTX,Nanobiotix SA ADR,생명과학 및 메디컬 리서치,562020
APEI,American Public Education Inc,교육서비스,631010
CTMX,CytomX Therapeutics Inc,생명과학 및 메디컬 리서치,562020
THCBU,Tuscan Holdings Corp Unit,기타 금융업,556010
QELL,Qell Acquisition Corp. Class A,기타 금융업,556010
AMYT,Amryt Pharma Holdings Ltd ADR,제약,562010
COGT,Cogent Biosciences Inc,생명과학 및 메디컬 리서치,562020
SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
GHVIU,Gores Holdings VI Inc,기타 금융업,556010
RMGCU,RMG Acquisition Corp III,기타 금융업,556010
VSEC,VSE Corp,우주항공 및 국방,521010
WIMI,WiMi Hologram Cloud Inc ADR,소프트웨어 및 IT서비스,572010
CUTR,Cutera Inc,헬스케어 장비 및 용품,561010
SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
CRNX,Crinetics Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HBANP,Huntington Bancshares Inc ADR,은행,551010
ANIK,Anika Therapeutics Inc,제약,562010
ALLT,Allot Ltd,통신 서비스,574010
NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
BWB,Bridgewater Bancshares Inc,은행,551010
DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
KBAL,Kimball International Inc Class B,전문 및 상업 서비스,522030
HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
VKTX,Viking Therapeutics Inc,생명과학 및 메디컬 리서치,562020
INAQU,Insu Acquisition Corp II,기타 금융업,556010
BYSI,Beyondspring Inc,생명과학 및 메디컬 리서치,562020
LAWS,Lawson Products Inc,"건설장비 및 대형차, 기차, 배",521020
HOL,Holicity Inc,기타 금융업,556010
NGAC,Nextgen Acquisition Corp Class A,기타 금융업,556010
KVSA,Khosla Ventures Acquisition Co Class A,기타 금융업,556010
GSEVU,Gores Holdings VII Inc,기타 금융업,556010
PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
LAND,Gladstone Land Corp,주택 및 상업용 리츠,601020
GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
SYRS,Syros Pharmaceuticals Inc,제약,562010
BFST,Business First Bancshares Inc,은행,551010
TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
BDSX,Biodesix  Inc.,헬스케어 업체 및 서비스,561020
FRPH,FRP Holdings Inc,부동산 운영 관리,601010
LABP,Landos Biopharma Inc,생명과학 및 메디컬 리서치,562020
IBCP,Independent Bank Corp (Michigan),은행,551010
THCB,Tuscan Holdings Corp,기타 금융업,556010
FREE,Whole Earth Brands Inc Class A,식품 및 담배,541020
VOXX,VOXX International Corp Class A,전문품 상점,534030
QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
RCEL,AVITA Medical Inc,생명과학 및 메디컬 리서치,562020
FISI,Financial Institutions Inc,은행,551010
HMTV,Hemisphere Media Group Inc Class A,미디어 및 출판,533020
ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
BRPAU,Big Rock Partners Acquisition Corp Unit,기타 금융업,556010
SPPI,Spectrum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
APXTU,Apex Technology Acquisition Corp Unit,기타 금융업,556010
HBT,HBT Financial Inc,은행,551010
CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
CHSCN,CHS Inc PRF,식품 및 담배,541020
ACBI,Atlantic Capital Bancshares Inc,은행,551010
INZY,Inozyme Pharma Inc,생명과학 및 메디컬 리서치,562020
FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
FLIC,First of Long Island Corp,은행,551010
VACQ,Vector Acquisition Corp Class A,기타 금융업,556010
POWW,Ammo Munitions Inc,우주항공 및 국방,521010
AFIB,Acutus Medical Inc,헬스케어 장비 및 용품,561010
ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
DLTH,Duluth Holdings Inc Class B,섬유 및 의류,532020
FUSN,Fusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FLNT,Fluent Inc,미디어 및 출판,533020
AXTI,AXT Inc,반도체 및 반도체 장비,571010
DRRX,DURECT Corp,생명과학 및 메디컬 리서치,562020
APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
TIRX,Tian Ruixiang Holdings Ltd Class A,보험,553010
WVE,WAVE Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
SNSE,Sensei Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
ATLC,Atlanticus Holdings Corp,은행,551010
GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
LUXA,Lux Health Tech Acquisition Corp Class A,기타 금융업,556010
DJCO,Daily Journal Corp,미디어 및 출판,533020
CCBG,Capital City Bank Group Inc,은행,551010
